id_municipio;uf;municipio;longitude;latitude;codigo_ibge
885;GO;ABADIA DE GOIÁS;-49,441156;-16,757326;520005
1344;MG;ABADIA DOS DOURADOS;-47,391623;-18,483101;
886;GO;ABADIÂNIA;-48,705672;-16,196973;520010
1345;MG;ABAETÉ;-45,444413;-19,155125;310020
2401;PA;ABAETETUBA;-48,878843;-1,721828;150010
620;CE;ABAIARA;-39,04159;-7,345879;230010
204;BA;ABAÍRA;-41,661869;-13,24883;
205;BA;ABARÉ;-39,116178;-8,720734;
3173;PR;ABATIÁ;-50,313281;-23,304863;
4364;SC;ABDON BATISTA;-51,023275;-27,612628;
2402;PA;ABEL FIGUEIREDO;-48,393285;-4,953327;
4365;SC;ABELARDO LUZ;-52,322881;-26,571585;420010
1346;MG;ABRE CAMPO;-42,474304;-20,299647;
2767;PE;ABREU E LIMA;-34,898389;-7,900719;260005
5377;TO;ABREULÂNDIA;-49,151845;-9,621015;
1347;MG;ACAIACA;-43,143867;-20,359034;310040
1127;MA;AÇAILÂNDIA;-47,500383;-4,947137;
206;BA;ACAJUTIBA;-38,019737;-11,657522;
2403;PA;ACARÁ;-48,198513;-1,953833;
621;CE;ACARAPÉ;-38,705532;-4,22083;230015
622;CE;ACARAÚ;-40,118306;-2,887689;230020
3664;RN;ACARI;-36,634719;-6,428201;
2952;PI;ACAUÃ;-41,083059;-8,219542;
5633;RS;ACEGUÁ;-54,161467;-31,866483;
623;CE;ACOPIARA;-39,448042;-6,089114;
2274;MT;ACORIZAL;-56,363226;-15,194025;
2;AC;ACRELÂNDIA;-66,897166;-9,825808;120001
887;GO;ACREÚNA;-50,374903;-17,39599;520013
3665;RN;AÇU;-36,907538;-5,565024;240020
1348;MG;AÇUCENA;-42,541881;-19,067105;310050
4732;SP;ADAMANTINA;-51,073695;-21,682012;350010
888;GO;ADELÂNDIA;-50,165699;-16,4127;
4733;SP;ADOLFO;-49,645128;-21,232494;350020
3174;PR;ADRIANÓPOLIS;-48,992164;-24,660607;
207;BA;ADUSTINA;-38,111265;-10,54369;
2768;PE;AFOGADOS DA INGAZEIRA;-37,630991;-7,743121;260010
3666;RN;AFONSO BEZERRA;-36,507469;-5,492294;240030
807;ES;AFONSO CLÁUDIO;-41,12606;-20,077841;
1128;MA;AFONSO CUNHA;-43,327527;-4,136313;
2769;PE;AFRÂNIO;-41,009544;-8,511358;260020
2404;PA;AFUÁ;-50,38613;-0,154874;
2770;PE;AGRESTINA;-35,944725;-8,459657;260030
2953;PI;AGRICOLÂNDIA;-42,666371;-5,796763;
4366;SC;AGROLÂNDIA;-49,822049;-27,408685;
4367;SC;AGRONÔMICA;-49,707996;-27,266154;
2405;PA;ÁGUA AZUL DO NORTE;-50,479068;-6,790534;150034
1349;MG;ÁGUA BOA;-42,380648;-17,991373;510020
2275;MT;ÁGUA BOA;-52,160133;-14,051019;510020
24;AL;ÁGUA BRANCA;-37,937988;-9,261996;220020
2544;PB;ÁGUA BRANCA;-37,635703;-7,511441;220020
2954;PI;ÁGUA BRANCA;-42,636961;-5,888564;220020
2197;MS;ÁGUA CLARA;-52,87899;-20,445245;500020
1350;MG;ÁGUA COMPRIDA;-48,106879;-20,05757;
4368;SC;ÁGUA DOCE;-51,552812;-26,998452;
1129;MA;ÁGUA DOCE DO MARANHÃO;-42,118903;-2,840479;
808;ES;ÁGUA DOCE DO NORTE;-40,985411;-18,54822;
208;BA;ÁGUA FRIA;-38,763863;-11,861836;
889;GO;ÁGUA FRIA DE GOIÁS;-47,78229;-14,977837;520017
890;GO;ÁGUA LIMPA;-48,760304;-18,077082;
3667;RN;ÁGUA NOVA;-38,29414;-6,203514;
2771;PE;ÁGUA PRETA;-35,526311;-8,706095;260040
3897;RS;ÁGUA SANTA;-52,031004;-28,167228;
4734;SP;AGUAÍ;-46,973502;-22,057207;350030
1351;MG;AGUANIL;-45,391456;-20,943942;
2772;PE;ÁGUAS BELAS;-37,122619;-9,111255;
4735;SP;ÁGUAS DA PRATA;-46,717622;-21,931935;350040
4369;SC;ÁGUAS DE CHAPECÓ;-52,980844;-27,075424;
4736;SP;ÁGUAS DE LINDÓIA;-46,631441;-22,473305;350050
4737;SP;ÁGUAS DE SANTA BÁRBARA;-49,242133;-22,881186;350055
4738;SP;ÁGUAS DE SÃO PEDRO;-47,873395;-22,597749;350060
1352;MG;ÁGUAS FORMOSAS;-40,938355;-17,08021;310090
4370;SC;ÁGUAS FRIAS;-52,856773;-26,879377;
891;GO;ÁGUAS LINDAS DE GOIÁS;-48,281611;-15,761746;520025
4371;SC;ÁGUAS MORNAS;-48,824347;-27,696325;
1353;MG;ÁGUAS VERMELHAS;-41,457127;-15,743057;
3898;RS;AGUDO;-53,251458;-29,644743;
4739;SP;AGUDOS;-48,98632;-22,469433;350070
3175;PR;AGUDOS DO SUL;-49,334293;-25,9899;
809;ES;ÁGUIA BRANCA;-40,74369;-18,984588;
2545;PB;AGUIAR;-38,168059;-7,091802;
5378;TO;AGUIARNÓPOLIS;-47,470222;-6,554087;170030
1354;MG;AIMORÉS;-41,074651;-19,500684;310110
209;BA;AIQUARA;-39,893653;-14,126918;290060
624;CE;AIUABA;-40,11782;-6,571216;
1355;MG;AIURUOCA;-44,604212;-21,973608;
3899;RS;AJURICABA;-53,775668;-28,23417;430020
1356;MG;ALAGOA;-44,641344;-22,170976;
2546;PB;ALAGOA GRANDE;-35,620609;-7,039432;250030
2547;PB;ALAGOA NOVA;-35,759065;-7,053772;250040
2548;PB;ALAGOINHA;-35,533196;-6,946569;260060
2773;PE;ALAGOINHA;-36,778767;-8,466504;260060
2955;PI;ALAGOINHA DO PIAUÍ;-40,92817;-7,000392;220025
210;BA;ALAGOINHAS;-38,420772;-12,133526;290070
4740;SP;ALAMBARI;-47,897971;-23,550338;350075
1357;MG;ALBERTINA;-46,613912;-22,201775;
1130;MA;ALCÂNTARA;-44,406182;-2,395737;
625;CE;ALCÂNTARAS;-40,547867;-3,585369;230050
2549;PB;ALCANTIL;-36,051083;-7,736681;
2198;MS;ALCINÓPOLIS;-53,704223;-18,325546;
211;BA;ALCOBAÇA;-39,203609;-17,519468;
1131;MA;ALDEIAS ALTAS;-43,468931;-4,626213;210030
3900;RS;ALECRIM;-54,764849;-27,657856;
810;ES;ALEGRE;-41,538237;-20,758041;
3901;RS;ALEGRETE;-55,794862;-29,790166;
2956;PI;ALEGRETE DO PIAUÍ;-40,856587;-7,241964;
3902;RS;ALEGRIA;-54,055732;-27,834467;
1358;MG;ALÉM PARAÍBA;-42,717588;-21,879703;310150
2406;PA;ALENQUER;-54,738355;-1,946229;150040
3668;RN;ALEXANDRIA;-38,01423;-6,405335;
892;GO;ALEXÂNIA;-48,507609;-16,083405;
1359;MG;ALFENAS;-45,947727;-21,425629;310160
811;ES;ALFREDO CHAVES;-40,754289;-20,639627;
4741;SP;ALFREDO MARCONDES;-51,413956;-21,9527;350080
1360;MG;ALFREDO VASCONCELOS;-43,771767;-21,153521;
4372;SC;ALFREDO WAGNER;-49,327346;-27,700096;
2550;PB;ALGODÃO DE JANDAÍRA;-36,012861;-6,892919;250057
2551;PB;ALHANDRA;-34,905662;-7,42977;250060
2774;PE;ALIANÇA;-35,222696;-7,60398;
5379;TO;ALIANÇA DO TOCANTINS;-48,936097;-11,305565;
212;BA;ALMADINA;-39,641491;-14,708869;
5380;TO;ALMAS;-47,179197;-11,570553;
2407;PA;ALMEIRIM;-52,581573;-1,520968;
1361;MG;ALMENARA;-40,694163;-16,178459;310170
3669;RN;ALMINO AFONSO;-37,763574;-6,147496;
3176;PR;ALMIRANTE TAMANDARÉ;-49,303733;-25,318819;
5643;RS;ALMIRANTE TAMANDARÉ DO SUL;-52,914209;-28,114942;
893;GO;ALOÂNDIA;-49,476895;-17,729197;
1362;MG;ALPERCATA;-41,969998;-18,973994;
3903;RS;ALPESTRE;-53,034127;-27,250159;
1363;MG;ALPINÓPOLIS;-46,387797;-20,863059;310190
2276;MT;ALTA FLORESTA;-56,086704;-9,866745;510025
3830;RO;ALTA FLORESTA D`OESTE;-61,995342;-11,928325;110001
4742;SP;ALTAIR;-49,057073;-20,524207;350090
2408;PA;ALTAMIRA;-52,209961;-3,204065;150060
1132;MA;ALTAMIRA DO MARANHÃO;-45,470616;-4,16598;
3177;PR;ALTAMIRA DO PARANÁ;-52,712829;-24,798293;410045
626;CE;ALTANEIRA;-39,7356;-6,998371;
1364;MG;ALTEROSA;-46,138666;-21,248752;
2775;PE;ALTINHO;-36,064408;-8,48482;260080
4743;SP;ALTINÓPOLIS;-47,3712;-21,021364;350100
3882;RR;ALTO ALEGRE;-61,307167;2,98858;140005
3904;RS;ALTO ALEGRE;-52,989255;-28,776865;140005
4744;SP;ALTO ALEGRE;-50,16798;-21,581103;140005
1133;MA;ALTO ALEGRE DO MARANHÃO;-44,446;-4,213;
1134;MA;ALTO ALEGRE DO PINDARÉ;-45,842111;-3,666886;
3831;RO;ALTO ALEGRE DOS PARECIS;-61,834979;-12,131955;110037
2277;MT;ALTO ARAGUAIA;-53,218125;-17,315324;510030
4373;SC;ALTO BELA VISTA;-51,904435;-27,433346;
2278;MT;ALTO BOA VISTA;-51,388326;-11,673199;
1365;MG;ALTO CAPARAÓ;-41,873772;-20,43098;
3670;RN;ALTO DO RODRIGUES;-36,749971;-5,281857;240070
3905;RS;ALTO FELIZ;-51,312278;-29,391928;
2279;MT;ALTO GARÇAS;-53,527209;-16,946226;510040
894;GO;ALTO HORIZONTE;-49,337836;-14,197811;520055
1366;MG;ALTO JEQUITIBÁ;-41,966988;-20,420845;
2957;PI;ALTO LONGÁ;-42,209582;-5,256341;
2280;MT;ALTO PARAGUAI;-56,47763;-14,513712;510050
3567;PR;ALTO PARAÍSO;-53,728537;-23,508137;110040
3832;RO;ALTO PARAÍSO;-63,318834;-9,714294;110040
895;GO;ALTO PARAÍSO DE GOIÁS;-47,510016;-14,130478;520060
3179;PR;ALTO PARANÁ;-52,318893;-23,131247;410060
1135;MA;ALTO PARNAÍBA;-45,930328;-9,102733;
3180;PR;ALTO PIQUIRI;-53,440045;-24,022427;410070
1367;MG;ALTO RIO DOCE;-43,406683;-21,028122;
812;ES;ALTO RIO NOVO;-41,020909;-19,061797;
627;CE;ALTO SANTO;-38,274318;-5,508941;230070
2281;MT;ALTO TAQUARI;-53,27922;-17,82405;
3178;PR;ALTÔNIA;-53,895809;-23,875916;410050
2958;PI;ALTOS;-42,46116;-5,038879;
4745;SP;ALUMÍNIO;-47,254571;-23,530553;350115
126;AM;ALVARÃES;-64,800654;-3,22727;130002
1368;MG;ALVARENGA;-41,73174;-19,417403;310220
4746;SP;ÁLVARES FLORENCE;-49,914126;-20,320341;350120
4747;SP;ÁLVARES MACHADO;-51,47224;-22,076415;350130
4748;SP;ÁLVARO DE CARVALHO;-49,719044;-22,084132;350140
4749;SP;ALVINLÂNDIA;-49,762323;-22,443481;350150
1369;MG;ALVINÓPOLIS;-43,053487;-20,109771;
3906;RS;ALVORADA;-51,080857;-29,9914;430060
5381;TO;ALVORADA;-49,124926;-12,478465;430060
3833;RO;ALVORADA D`OESTE;-62,284697;-11,346271;
1370;MG;ALVORADA DE MINAS;-43,363807;-18,733362;
2959;PI;ALVORADA DO GURGUÉIA;-43,777016;-8,424183;220045
896;GO;ALVORADA DO NORTE;-46,491036;-14,479688;520080
3181;PR;ALVORADA DO SUL;-51,229709;-22,781282;410080
3883;RR;AMAJARI;-61,369245;3,645714;
2199;MS;AMAMBAÍ;-55,225327;-23,10576;500060
188;AP;AMAPÁ;-50,795653;2,052669;
1136;MA;AMAPÁ DO MARANHÃO;-46,002442;-1,675241;
3182;PR;AMAPORÃ;-52,786597;-23,094272;410090
2776;PE;AMARAJI;-35,450051;-8,376914;260090
3907;RS;AMARAL FERRADOR;-52,250951;-30,875579;
897;GO;AMARALINA;-49,296241;-13,92362;
2960;PI;AMARANTE;-42,843343;-6,243045;
1137;MA;AMARANTE DO MARANHÃO;-46,747284;-5,56913;
213;BA;AMARGOSA;-39,601966;-13,021462;
127;AM;AMATURÁ;-68,200456;-3,374547;
214;BA;AMÉLIA RODRIGUES;-38,756289;-12,391429;
215;BA;AMÉRICA DOURADA;-41,439007;-11,442938;290115
4750;SP;AMERICANA;-47,333119;-22,73736;350160
898;GO;AMERICANO DO BRASIL;-49,983129;-16,251449;520085
4751;SP;AMÉRICO BRASILIENSE;-48,11467;-21,728771;350170
4752;SP;AMÉRICO DE CAMPOS;-49,735904;-20,298476;350180
3908;RS;AMETISTA DO SUL;-53,183005;-27,360656;
628;CE;AMONTADA;-39,828816;-3,360166;230075
899;GO;AMORINÓPOLIS;-51,09193;-16,615094;520090
2552;PB;AMPARO;-37,062838;-7,555022;350190
4753;SP;AMPARO;-46,772022;-22,70879;350190
1371;MG;AMPARO DA SERRA;-42,800868;-20,505068;
4656;SE;AMPARO DE SÃO FRANCISCO;-36,934993;-10,134842;
3183;PR;AMPÉRE;-53,46864;-25,916791;410100
25;AL;ANADIA;-36,307783;-9,684886;270020
216;BA;ANAGÉ;-41,135569;-14,61512;
3184;PR;ANAHY;-53,133235;-24,644865;410105
2409;PA;ANAJÁS;-49,9354;-0,996811;
1138;MA;ANAJATUBA;-44,612594;-3,262693;
4754;SP;ANALÂNDIA;-47,661939;-22,128917;350200
166;AM;ANAMÃ;-61,396337;-3,566966;
5382;TO;ANANÁS;-48,073466;-6,364369;170100
2410;PA;ANANINDEUA;-48,374298;-1,363914;150080
900;GO;ANÁPOLIS;-48,952958;-16,328095;520110
2411;PA;ANAPU;-51,200264;-3,469847;150085
1139;MA;ANAPURUS;-43,101449;-3,675769;
2200;MS;ANASTÁCIO;-55,810353;-20,482292;500070
2201;MS;ANAURILÂNDIA;-52,719056;-22,185169;500080
813;ES;ANCHIETA;-40,642545;-20,795499;
4374;SC;ANCHIETA;-53,331908;-26,538216;
217;BA;ANDARAÍ;-41,329658;-12,804916;
3185;PR;ANDIRÁ;-50,230359;-23,053267;410110
218;BA;ANDORINHA;-39,839142;-10,348214;290135
1372;MG;ANDRADAS;-46,572372;-22,069487;
4755;SP;ANDRADINA;-51,378568;-20,894761;350210
3909;RS;ANDRÉ DA ROCHA;-51,579729;-28,628294;
1373;MG;ANDRELÂNDIA;-44,31169;-21,741088;
4756;SP;ANGATUBA;-48,413872;-23,491733;350220
1374;MG;ANGELÂNDIA;-42,264123;-17,727938;
2202;MS;ANGÉLICA;-53,770789;-22,152658;500085
2777;PE;ANGELIM;-36,290174;-8,884289;260100
4375;SC;ANGELINA;-48,987867;-27,57041;
219;BA;ANGICAL;-44,700272;-12,006313;290140
2961;PI;ANGICAL DO PIAUÍ;-42,740047;-6,087864;
5383;TO;ANGICO;-47,861142;-6,391789;
3671;RN;ANGICOS;-36,609434;-5,65792;240080
3572;RJ;ANGRA DOS REIS;-44,31956;-23,001074;330010
220;BA;ANGUERA;-39,246186;-12,146157;
3186;PR;ÂNGULO;-51,915356;-23,194609;410115
901;GO;ANHANGUERA;-48,220363;-18,333875;520120
4757;SP;ANHEMBI;-48,133595;-22,792959;350230
4758;SP;ANHUMAS;-51,389542;-22,293414;350240
902;GO;ANICUNS;-49,961695;-16,464164;520130
2962;PI;ANÍSIO DE ABREU;-43,04941;-9,185643;
4376;SC;ANITA GARIBALDI;-51,127143;-27,689743;
4377;SC;ANITÁPOLIS;-49,131633;-27,901183;
128;AM;ANORI;-61,657485;-3,746027;130010
3910;RS;ANTA GORDA;-52,010191;-28,969772;
221;BA;ANTAS;-38,340118;-10,385621;
3187;PR;ANTONINA;-48,719113;-25,438597;410120
629;CE;ANTONINA DO NORTE;-39,98697;-6,769193;230080
2963;PI;ANTÔNIO ALMEIDA;-44,188929;-7,212759;220080
222;BA;ANTÔNIO CARDOSO;-39,117555;-12,433493;
1375;MG;ANTÔNIO CARLOS;-43,74513;-21,321031;
4378;SC;ANTÔNIO CARLOS;-48,766007;-27,51907;
1376;MG;ANTÔNIO DIAS;-42,873243;-19,649096;310300
223;BA;ANTÔNIO GONÇALVES;-40,278489;-10,576686;
2203;MS;ANTÔNIO JOÃO;-55,951681;-22,192701;500090
3672;RN;ANTÔNIO MARTINS;-37,883363;-6,213666;
3188;PR;ANTÔNIO OLINTO;-50,197183;-25,98038;
3911;RS;ANTÔNIO PRADO;-51,288263;-28,856544;
1377;MG;ANTÔNIO PRADO DE MINAS;-42,110937;-21,019183;
2553;PB;APARECIDA;-38,080259;-6,784657;350250
4759;SP;APARECIDA;-45,232496;-22,849509;350250
4760;SP;APARECIDA D`OESTE;-50,883506;-20,448734;350260
903;GO;APARECIDA DE GOIÂNIA;-49,246856;-16,819804;520140
904;GO;APARECIDA DO RIO DOCE;-51,151606;-18,294071;
5384;TO;APARECIDA DO RIO NEGRO;-47,963753;-9,941386;170110
2204;MS;APARECIDA DO TABOADO;-51,096135;-20,087275;500100
3573;RJ;APERIBÉ;-42,101661;-21,625231;
814;ES;APIACÁ;-41,569297;-21,152272;
2282;MT;APIACÁS;-57,458677;-9,539809;
4761;SP;APIAÍ;-48,844271;-24,510819;
1140;MA;APICUM-AÇU;-45,08645;-1,458622;
4379;SC;APIÚNA;-49,388506;-27,037493;
3673;RN;APODI;-37,794593;-5,653489;240100
224;BA;APORÁ;-38,081418;-11,657708;
905;GO;APORÉ;-51,923184;-18,960729;520150
225;BA;APUAREMA;-39,750148;-13,854241;
3189;PR;APUCARANA;-51,463486;-23,549961;410140
129;AM;APUÍ;-59,895956;-7,194091;
630;CE;APUIARÉS;-39,43593;-3,945057;230090
4657;SE;AQUIDABÃ;-37,014768;-10,278043;280020
2205;MS;AQUIDAUANA;-55,786788;-20,466552;500110
631;CE;AQUIRAZ;-38,389563;-3,899293;230100
4380;SC;ARABUTÃ;-52,142263;-27,158691;
2554;PB;ARAÇAGI;-35,373667;-6,843739;
1378;MG;ARAÇAÍ;-44,249309;-19,195507;
4658;SE;ARACAJU;-37,06766;-10,909133;280030
4762;SP;ARAÇARIGUAMA;-47,060825;-23,436597;350275
226;BA;ARAÇAS;-38,202658;-12,220038;
632;CE;ARACATI;-37,767894;-4,558259;230110
227;BA;ARACATU;-41,464783;-14,427986;290200
4763;SP;ARAÇATUBA;-50,440106;-21,207648;350280
228;BA;ARACI;-38,958385;-11,325316;290210
1379;MG;ARACITABA;-43,37362;-21,344619;
633;CE;ARACOIABA;-38,812512;-4,36872;230120
2778;PE;ARAÇOIABA;-35,080897;-7,783911;260105
4764;SP;ARAÇOIABA DA SERRA;-47,616605;-23,502901;350290
815;ES;ARACRUZ;-40,276441;-19,820045;
906;GO;ARAÇU;-49,680424;-16,356306;520160
1380;MG;ARAÇUAÍ;-42,0637;-16,85232;310340
907;GO;ARAGARÇAS;-52,237231;-15,89546;520170
908;GO;ARAGOIÂNIA;-49,447649;-16,908699;520180
5385;TO;ARAGOMINAS;-48,529096;-7,160051;170130
5386;TO;ARAGUACEMA;-49,556886;-8,807547;
5387;TO;ARAGUAÇU;-49,823134;-12,928934;170200
2283;MT;ARAGUAIANA;-51,834112;-15,729144;510100
5388;TO;ARAGUAÍNA;-48,204402;-7,192375;170210
2284;MT;ARAGUAINHA;-53,031778;-16,857016;
1141;MA;ARAGUANÃ;-45,658946;-2,946441;
5389;TO;ARAGUANÃ;-48,639542;-6,582247;
909;GO;ARAGUAPAZ;-50,631511;-15,090853;520215
1381;MG;ARAGUARI;-48,193392;-18,645575;310350
5390;TO;ARAGUATINS;-48,123198;-5,646591;170220
1142;MA;ARAIOSES;-41,904993;-2,890914;
2206;MS;ARAL MOREIRA;-55,633451;-22,938467;500124
229;BA;ARAMARI;-38,496937;-12,088399;
3912;RS;ARAMBARÉ;-51,504586;-30,909248;
1143;MA;ARAME;-46,003201;-4,88347;
4765;SP;ARAMINA;-47,787251;-20,088152;
4766;SP;ARANDU;-49,048661;-23,138559;350310
1382;MG;ARANTINA;-44,255519;-21,910171;
4767;SP;ARAPEÍ;-44,444127;-22,671744;
26;AL;ARAPIRACA;-36,661471;-9,754866;270030
5391;TO;ARAPOEMA;-49,063702;-7,654634;170230
1383;MG;ARAPONGA;-42,51785;-20,668608;
3190;PR;ARAPONGAS;-51,42592;-23,415296;410150
1384;MG;ARAPORÃ;-49,184746;-18,435727;310375
3191;PR;ARAPOTI;-49,828453;-24,154798;410160
1385;MG;ARAPUÁ;-46,148403;-19,026816;
3192;PR;ARAPUÃ;-51,785637;-24,313181;
2285;MT;ARAPUTANGA;-58,342461;-15,464096;510125
4381;SC;ARAQUARI;-48,718825;-26,375408;420130
2555;PB;ARARA;-35,75521;-6,828126;250090
4382;SC;ARARANGUÁ;-49,491809;-28,935615;
4768;SP;ARARAQUARA;-48,178014;-21,784511;350320
4769;SP;ARARAS;-47,384235;-22,357238;350330
634;CE;ARARENDÁ;-40,83099;-4,745667;230125
1144;MA;ARARI;-44,766459;-3,452136;
3913;RS;ARARICÁ;-50,929128;-29,616832;
635;CE;ARARIPE;-40,135894;-7,213195;
2779;PE;ARARIPINA;-40,494025;-7,570733;260110
3574;RJ;ARARUAMA;-42,332625;-22,869651;330020
2556;PB;ARARUNA;-35,7498;-6,548484;250100
3193;PR;ARARUNA;-52,502101;-23,9315;250100
230;BA;ARATACA;-39,419017;-15,265099;
3914;RS;ARATIBA;-52,297461;-27,397787;
636;CE;ARATUBA;-39,047117;-4,412291;230140
231;BA;ARATUÍPE;-39,003763;-13,071595;
4659;SE;ARAUÁ;-37,620058;-11,261391;280040
3194;PR;ARAUCÁRIA;-49,404748;-25,585939;410180
1386;MG;ARAÚJOS;-45,167115;-19,940519;310390
1387;MG;ARAXÁ;-46,943804;-19,590176;310400
1388;MG;ARCEBURGO;-46,940056;-21,358984;310410
4770;SP;ARCO-ÍRIS;-50,466018;-21,772797;350335
1389;MG;ARCOS;-45,537345;-20,286333;310420
2780;PE;ARCOVERDE;-37,057748;-8,415192;260120
1390;MG;AREADO;-46,142071;-21,357186;
3575;RJ;AREAL;-43,111784;-22,228308;
4771;SP;AREALVA;-48,913511;-22,031026;350340
2557;PB;AREIA;-35,697731;-6,963965;250110
3674;RN;AREIA BRANCA;-37,125226;-4,952537;
4660;SE;AREIA BRANCA;-37,325063;-10,758005;
2558;PB;AREIA DE BARAÚNAS;-36,940363;-7,117021;250115
2559;PB;AREIAL;-35,931324;-7,047894;
4772;SP;AREIAS;-44,69924;-22,578597;
4773;SP;AREIÓPOLIS;-48,668052;-22,667216;
2286;MT;ARENÁPOLIS;-56,843724;-14,447159;
910;GO;ARENÓPOLIS;-51,55628;-16,383726;
3675;RN;ARÊS;-35,160823;-6,18831;240120
1391;MG;ARGIRITA;-42,829162;-21,60827;
1392;MG;ARICANDUVA;-42,553263;-17,866642;
1393;MG;ARINOS;-46,104324;-15,918743;310450
2287;MT;ARIPUANÃ;-59,456815;-10,172262;510140
3834;RO;ARIQUEMES;-63,032516;-9,905711;110002
4774;SP;ARIRANHA;-48,790418;-21,18716;350370
3195;PR;ARIRANHA DO IVAÍ;-51,583935;-24,385708;
3576;RJ;ARMAÇÃO DOS BÚZIOS;-41,884559;-22,752846;330023
4383;SC;ARMAZÉM;-49,021506;-28,244812;
637;CE;ARNEIROZ;-40,165285;-6,316499;
2964;PI;AROAZES;-41,78218;-6,110221;
2560;PB;AROEIRAS;-35,706549;-7,544731;250130
5626;PI;AROEIRAS DO ITAIM;-41,564868;-7,276906;
2965;PI;ARRAIAL;-42,541809;-6,650753;
3577;RJ;ARRAIAL DO CABO;-42,026715;-22,977448;
5392;TO;ARRAIAS;-46,935891;-12,92867;170240
3915;RS;ARROIO DO MEIO;-51,955735;-29,401353;
5645;RS;ARROIO DO PADRE;-52,424598;-31,438942;
3916;RS;ARROIO DO SAL;-49,889537;-29,543872;
3918;RS;ARROIO DO TIGRE;-53,096627;-29,334829;
3917;RS;ARROIO DOS RATOS;-51,727479;-30,087545;
3919;RS;ARROIO GRANDE;-53,086155;-32,232657;
4384;SC;ARROIO TRINTA;-51,340719;-26,925655;
4775;SP;ARTUR NOGUEIRA;-47,172679;-22,572737;350380
911;GO;ARUANÃ;-51,075008;-14,916604;520250
4776;SP;ARUJÁ;-46,319983;-23,396476;350390
4385;SC;ARVOREDO;-52,45426;-27,074816;
3920;RS;ARVOREZINHA;-52,17808;-28,87369;
4386;SC;ASCURRA;-49,37828;-26,954821;
4777;SP;ASPÁSIA;-50,728046;-20,160028;350395
3196;PR;ASSAÍ;-50,845925;-23,369679;410190
638;CE;ASSARÉ;-39,868872;-6,866897;
4778;SP;ASSIS;-50,418307;-22,659957;350400
3;AC;ASSIS BRASIL;-69,573794;-10,929765;120005
3197;PR;ASSIS CHATEAUBRIAND;-53,521327;-24,416826;410200
2561;PB;ASSUNÇÃO;-36,72504;-7,07231;250135
2966;PI;ASSUNÇÃO DO PIAUÍ;-41,038851;-5,864996;
1394;MG;ASTOLFO DUTRA;-42,857204;-21,318439;310460
3198;PR;ASTORGA;-51,666777;-23,231827;410210
27;AL;ATALAIA;-36,008552;-9,511898;270040
3199;PR;ATALAIA;-52,055096;-23,151721;270040
130;AM;ATALAIA DO NORTE;-70,1967;-4,370551;
4387;SC;ATALANTA;-49,778863;-27,421916;
1395;MG;ATALÉIA;-41,114901;-18,043805;
4779;SP;ATIBAIA;-46,556262;-23,117059;350410
816;ES;ATILIO VIVACQUA;-41,198576;-20,912974;
5393;TO;AUGUSTINÓPOLIS;-47,886266;-5,468629;170255
2412;PA;AUGUSTO CORRÊA;-46,645551;-1,021634;150090
1396;MG;AUGUSTO DE LIMA;-44,265523;-18,099714;
3921;RS;AUGUSTO PESTANA;-53,988292;-28,517249;
3922;RS;ÁUREA;-52,050506;-27,693586;
232;BA;AURELINO LEAL;-39,329035;-14,320954;
4780;SP;AURIFLAMA;-50,55719;-20,683621;350420
912;GO;AURILÂNDIA;-50,464123;-16,67726;520260
639;CE;AURORA;-38,974221;-6,933487;
4388;SC;AURORA;-49,629525;-27,309786;
2413;PA;AURORA DO PARÁ;-47,567712;-2,148976;
5394;TO;AURORA DO TOCANTINS;-46,407604;-12,71045;
131;AM;AUTAZES;-59,125589;-3,585743;
4781;SP;AVAÍ;-49,335596;-22,151409;
4782;SP;AVANHANDAVA;-49,950893;-21,458416;350440
4783;SP;AVARÉ;-48,925052;-23,106732;350450
2414;PA;AVEIRO;-55,31994;-3,608415;
2967;PI;AVELINO LOPES;-43,956305;-10,134487;
913;GO;AVELINÓPOLIS;-49,757866;-16,467241;
1145;MA;AXIXÁ;-44,061967;-2,839385;
5395;TO;AXIXÁ DO TOCANTINS;-47,77007;-5,612747;
5396;TO;BABAÇULÂNDIA;-47,761257;-7,209227;170300
1146;MA;BACABAL;-44,783183;-4,224467;210120
1147;MA;BACABEIRA;-44,316373;-2,964519;210125
1148;MA;BACURI;-45,132839;-1,696501;
1149;MA;BACURITUBA;-44,732877;-2,709998;
4784;SP;BADY BASSITT;-49,4385;-20,919689;350460
1397;MG;BAEPENDI;-44,887426;-21,956994;
3923;RS;BAGÉ;-54,09992;-31,32965;
2415;PA;BAGRE;-50,19869;-1,900565;
2562;PB;BAÍA DA TRAIÇÃO;-34,93806;-6,692086;
3677;RN;BAÍA FORMOSA;-35,00327;-6,371607;240140
233;BA;BAIANÓPOLIS;-44,538829;-12,301641;290250
2416;PA;BAIÃO;-49,669443;-2,790212;
234;BA;BAIXA GRANDE;-40,16897;-11,951884;
2968;PI;BAIXA GRANDE DO RIBEIRO;-45,218977;-7,849031;
640;CE;BAIXIO;-38,713376;-6,719447;
817;ES;BAIXO GUANDU;-41,010913;-19,521283;
4785;SP;BALBINOS;-49,361906;-21,896293;350470
1398;MG;BALDIM;-43,961331;-19,283197;
914;GO;BALIZA;-52,539253;-16,196606;
4389;SC;BALNEÁRIO ARROIO DO SILVA;-49,423689;-28,980644;
